"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"498",16,"Jalen Reagor",MIA,"WR169","6","-","-","3 out of 5 stars","-"
"499",16,"Dominic Zvada",NYG,"K35","8","-","-","2 out of 5 stars","-139"
"500",16,"Kene Nwangwu",NYJ,"RB138","13","-","-","3 out of 5 stars","-"
"501",16,"Reggie Virgil",ARI,"WR170","14","2 out of 5","4 out of 5","2 out of 5 stars","+122"
"502",16,"Frank Gore Jr.",BUF,"RB139","7","-","-","2 out of 5 stars","+163"
"503",16,"Noah Whittington",HOU,"RB140","8","1 out of 5","5 out of 5","4 out of 5 stars","-"
"504",16,"Cash Jones",ATL,"RB141","11","2 out of 5","1 out of 5","2 out of 5 stars","-"
"505",16,"Durham Smythe",BAL,"TE76","13","-","-","4 out of 5 stars","+20"
"506",16,"Michael Burton",CLE,"RB142","11","-","-","3 out of 5 stars","+99"
"507",16,"Tyson Bagent",CHI,"QB52","10","-","-","3 out of 5 stars","+65"
"508",16,"Luke Schoonmaker",DAL,"TE77","14","-","-","2 out of 5 stars","-141"
"509",16,"Nate Boerkircher",JAC,"TE78","7","2 out of 5","4 out of 5","3 out of 5 stars","+79"
"510",16,"Jeremy Ruckert",NYJ,"TE79","13","-","-","4 out of 5 stars","+82"
"511",16,"KeAndre Lambert-Smith",LAC,"WR171","7","-","-","2 out of 5 stars","-35"
"512",16,"Tyler Conklin",DET,"TE80","6","-","-","3 out of 5 stars","+103"
"513",16,"Tanner Hudson",CIN,"TE81","6","-","-","3 out of 5 stars","+73"
"514",16,"Jaret Patterson",LAC,"RB143","7","-","-","3 out of 5 stars","-"
"515",16,"Davis Mills",HOU,"QB53","8","-","-","4 out of 5 stars","-"
"516",16,"Jaydn Ott",KC,"RB144","5","2 out of 5","4 out of 5","3 out of 5 stars","-"
"517",16,"Trey Lance",LAC,"QB54","7","-","-","2 out of 5 stars","-132"
"518",16,"Velus Jones Jr.",SEA,"WR172","11","-","-","3 out of 5 stars","-"
"519",16,"Lil'Jordan Humphrey",DEN,"WR173","10","-","-","2 out of 5 stars","-191"
